NIB,NPWP_PERSEROAN,NAMA_PERSEROAN,NAMA_SINGKATAN,JENIS_PERSEROAN,STATUS_BADAN_HUKUM,STATUS_PERSEROAN,ALAMAT_PERSEROAN,KELURAHAN_PERSEROAN,PERSEROAN_DAERAH_ID,KODE_POS_PERSEROAN,FLAG_IMPOR,FLAG_EKSPOR,JENIS_API,TGL_PERUBAHAN_NIB,STATUS_NIB,IS_NPWP_INVALID,IS_INCOMPLETE,IS_DAERAH_VALID,IS_STALE,IS_CLEANED,CLEANSING_TIMESTAMP,SOURCE,ID_PERUSAHAAN,NPWP,NAMA_PERUSAHAAN,ALAMAT_PERUSAHAAN,KELURAHAN,DAERAH_ID,KODE_POS,NOMOR_TELPON,KATEGORI,NIPER,NOMOR_API,TGL_TERBIT_NIB,KODE_KANTOR,TGL_SYNC_OSS,HIGH_SYNC_LAG
8875598759204,92.071.689.5-902.330,UD TAMBA TBK,,PT,Berbadan Hukum,Tidak Aktif,Jl. Joyoboyo No. 03,,73.0,36788.0,Y,N,API-U,2024-04-18,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2977444332945,86.467.537.6-971.940,PERUM LESTARI NAPITUPULU,PERUM,PT,Belum Berbadan Hukum,Tidak Aktif,Jl. Moch. Toha No. 0,KOTA ADMINISTRASI JAKARTA SELATAN,36.0,64758.0,N,N,,2023-09-23,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6497283419067,80.919.811.1-022.032,PD ANDRIANI TBK,PD,UD,Belum Berbadan Hukum,Tidak Aktif,Gang Dipenogoro No. 37,BLITAR,64.0,63175.0,N,Y,,2015-09-17,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1642128265859,60.992.793.0-990.941,CV PERMATA TBK,CV,UD,Berbadan Hukum,Aktif,Jalan Gedebage Selatan No. 58,AMBON,35.0,14415.0,Y,N,API-P,2025-01-14,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1584345651234,26.941.271.4-057.733,CV PALASTRI KUSUMO TBK,CV,Perum,Berbadan Hukum,Aktif,Jalan Ciumbuleuit No. 86,BIMA,18.0,60361.0,Y,Y,API-U,2024-11-04,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5784590731282,09.652.103.1-186.402,PERUM SUDIATI,PERUM,UD,Berbadan Hukum,Tidak Aktif,Jalan Rumah Sakit No. 54,MALANG,12.0,26836.0,Y,N,API-U,2024-06-21,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8937707050709,47.969.660.0-653.411,CV MANDASARI TBK,CV,CV,Berbadan Hukum,Tidak Aktif,Jalan Kiaracondong No. 45,MAKASSAR,33.0,66003.0,N,N,,2024-01-03,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
3265720798047,05.492.525.9-810.760,PT ISWAHYUDI,,UD,Belum Berbadan Hukum,Tidak Aktif,Jl. Yos Sudarso No. 386,KOTA ADMINISTRASI JAKARTA TIMUR,73.0,17368.0,Y,N,API-P,2023-11-30,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9996369184544,13.887.695.9-558.689,PERUM UWAIS WAHYUNI,,Perum,Berbadan Hukum,Dibekukan,Gang Asia Afrika No. 3,BANDAR LAMPUNG,51.0,65081.0,N,Y,,2025-03-29,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0165159952747,69.851.758.7-980.101,CV ZULKARNAIN,CV,CV,Berbadan Hukum,Aktif,Jl. Pelajar Pejuang No. 4,DEPOK,21.0,70062.0,N,Y,,2025-07-02,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1347561961765,80.051.145.1-821.020,PERUM SITOMPUL WIJAYANTI TBK,PERUM,CV,Belum Berbadan Hukum,Dibekukan,Jalan Kutisari Selatan No. 44,PAGARALAM,61.0,42175.0,Y,N,API-U,2024-09-22,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5870051253806,24.097.628.0-338.921,CV KUSMAWATI SIREGAR (PERSERO) TBK,,Perum,Berbadan Hukum,Aktif,Jl. Veteran No. 1,GORONTALO,35.0,47945.0,N,N,,2023-12-10,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7462268975311,95.902.356.2-684.266,CV SIHOTANG WULANDARI,CV,CV,Berbadan Hukum,Tidak Aktif,Jalan M.H Thamrin No. 264,TASIKMALAYA,35.0,,Y,N,API-P,2025-07-02,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4449419964596,22.648.269.3-566.284,PERUM JAILANI MAHENDRA TBK,PERUM,Perum,Berbadan Hukum,Tidak Aktif,Gang Ciumbuleuit No. 3,KOTA ADMINISTRASI JAKARTA TIMUR,31.0,,Y,N,API-P,2024-04-13,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5070518251103,11.668.544.6-463.133,UD TAMPUBOLON MARYADI,UD,Firma,Berbadan Hukum,Tidak Aktif,Gg. Jend. A. Yani No. 8,TASIKMALAYA,31.0,67981.0,N,N,,2025-02-03,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1966760150434,00.787.083.0-189.401,PT MANDALA AGUSTINA,PT,Firma,Belum Berbadan Hukum,Tidak Aktif,Gang Kh Amin Jasuta No. 71,MAKASSAR,73.0,,N,N,,2025-08-03,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6573297741050,55.532.332.9-021.811,PT ADRIANSYAH TBK,PT,CV,Berbadan Hukum,Dibekukan,Gg. Gedebage Selatan No. 464,METRO,35.0,19830.0,Y,N,API-U,2025-05-22,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4706165373053,99.896.894.4-168.556,UD SIHOMBING NATSIR TBK,UD,UD,Berbadan Hukum,Dibekukan,Gg. K.H. Wahid Hasyim No. 774,PALU,64.0,,Y,N,API-P,2023-11-02,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,83.386.114.5-888.057,UD PRASASTA NATSIR,UD,Perum,Belum Berbadan Hukum,Aktif,Jl. Dipatiukur No. 8,PURWOKERTO,36.0,26799.0,Y,N,API-U,2023-04-22,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7059041179779,55.690.207.1-608.589,PERUM WASITA,PERUM,Perum,Berbadan Hukum,Dibekukan,Jalan Ir. H. Djuanda No. 6,,12.0,83957.0,N,N,,2023-04-10,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6122983087884,91.480.463.9-552.520,PD SAMOSIR,,CV,Belum Berbadan Hukum,Tidak Aktif,Jl. Abdul Muis No. 370,PALOPO,32.0,37808.0,Y,N,API-P,2025-12-23,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6274823009715,32.499.833.5-604.363,PD PRASTUTI PRASETYO (PERSERO) TBK,PD,CV,Belum Berbadan Hukum,Tidak Aktif,Jalan Joyoboyo No. 3,PEKALONGAN,31.0,92674.0,Y,N,API-U,2023-06-29,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7814082824649,82.849.852.1-656.245,PD NUGROHO SUSANTI TBK,PD,Firma,Berbadan Hukum,Dibekukan,Gg. Peta No. 4,MOJOKERTO,18.0,72676.0,Y,N,API-P,2023-12-10,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1596378131915,13.524.744.1-726.247,UD IRAWAN (PERSERO) TBK,UD,Firma,Belum Berbadan Hukum,Dibekukan,Gang Yos Sudarso No. 95,BANJAR,21.0,45220.0,Y,N,API-U,2024-09-14,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9405815193942,63.573.578.1-886.720,PD NUGROHO WIDODO,PD,Perum,Berbadan Hukum,Aktif,Jl. Gegerkalong Hilir No. 6,MALANG,73.0,,Y,N,API-U,2023-04-13,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8144166611772,77.284.167.0-419.909,PD RAJATA,PD,Firma,Belum Berbadan Hukum,Dibekukan,Jalan Rumah Sakit No. 685,SUKABUMI,36.0,47675.0,Y,Y,API-U,2024-07-27,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,82.491.496.9-998.719,CV SIREGAR,CV,CV,Belum Berbadan Hukum,Aktif,Jalan Cikutra Barat No. 5,PADANG,12.0,,N,Y,,2024-04-17,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0861759896224,78.311.648.7-429.270,CV PRATAMA RAJATA (PERSERO) TBK,CV,UD,Belum Berbadan Hukum,Dibekukan,Gang Jamika No. 3,BOGOR,73.0,72259.0,Y,Y,API-P,2024-01-06,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,04.084.010.2-881.881,PT FIRGANTORO PRADIPTA,PT,CV,Berbadan Hukum,Tidak Aktif,Jalan Abdul Muis No. 9,BONTANG,61.0,40370.0,N,Y,,2023-10-24,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7085942682395,94.379.270.3-710.284,CV NAINGGOLAN (PERSERO) TBK,CV,CV,Berbadan Hukum,Aktif,Jl. Jayawijaya No. 56,BLITAR,12.0,,Y,Y,API-U,2024-10-03,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6941513985532,26.481.370.0-516.776,PD JANUAR RAHAYU,PD,CV,Berbadan Hukum,Tidak Aktif,Gg. Veteran No. 6,SUNGAI PENUH,35.0,45544.0,N,N,,2023-12-08,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,28.150.285.3-257.715,PT UWAIS LESTARI,PT,UD,Belum Berbadan Hukum,Dibekukan,Jalan Bangka Raya No. 05,TASIKMALAYA,33.0,73968.0,Y,N,API-U,2025-06-04,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8073350064558,05.914.312.8-174.627,PERUM PUTRA TBK,PERUM,UD,Berbadan Hukum,Dibekukan,Jl. Merdeka No. 7,TANGERANG,12.0,31503.0,Y,N,API-P,2024-01-19,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7293706258736,02.536.061.5-360.551,PT RIYANTI MELANI,PT,CV,Berbadan Hukum,Dibekukan,Gang Siliwangi No. 025,MOJOKERTO,33.0,68606.0,Y,N,API-P,2025-04-17,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0115327034147,61.947.345.6-871.714,CV SALAHUDIN LAILASARI TBK,CV,CV,Belum Berbadan Hukum,Aktif,Gg. Ahmad Yani No. 8,KOTA ADMINISTRASI JAKARTA BARAT,35.0,,N,Y,,2025-06-19,DICABUT,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7080538289812,90.153.670.3-674.889,CV NURAINI,CV,Firma,Belum Berbadan Hukum,Dibekukan,Gg. Ir. H. Djuanda No. 62,BIMA,64.0,59637.0,N,N,,2024-02-04,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6445125622208,84.210.803.4-790.417,CV PERTIWI TBK,,CV,Belum Berbadan Hukum,Aktif,Gang Kutisari Selatan No. 03,,12.0,65653.0,N,Y,,2025-11-26,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0000000000000,48.045.937.6-583.606,PD HAKIM,PD,Firma,Berbadan Hukum,Aktif,Jl. Cikapayang No. 102,GORONTALO,61.0,63256.0,Y,N,API-P,2025-12-19,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9216298604278,47.717.507.1-768.058,CV NASHIRUDDIN NARPATI (PERSERO) TBK,CV,CV,Berbadan Hukum,Tidak Aktif,Gang Ahmad Yani No. 916,AMBON,51.0,,N,N,,2024-11-13,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6250969412352,70.541.559.9-596.691,PERUM MARYATI TBK,PERUM,PT,Berbadan Hukum,Aktif,Gg. Laswi No. 2,LHOKSEUMAWE,61.0,78937.0,Y,Y,API-P,2025-07-31,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2360368085884,33.800.788.4-214.821,PERUM TARIHORAN TBK,PERUM,CV,Berbadan Hukum,Tidak Aktif,Gang Cikutra Barat No. 0,PAYAKUMBUH,36.0,64581.0,Y,N,API-U,2025-10-12,DIBEKUKAN,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8319180438430,98.605.480.9-991.499,UD TAMPUBOLON,UD,UD,Belum Berbadan Hukum,Aktif,Gg. Veteran No. 94,PAYAKUMBUH,12.0,38780.0,N,Y,,2023-09-06,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1874729131126,45.633.708.7-316.396,CV MARDHIYAH (PERSERO) TBK,CV,CV,Berbadan Hukum,Aktif,Gang Sentot Alibasa No. 837,TERNATE,31.0,71988.0,Y,Y,API-U,2023-05-28,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0423275888118,40.625.831.2-024.424,PD SAEFULLAH PRASASTA,,PT,Belum Berbadan Hukum,Tidak Aktif,Jalan Rungkut Industri No. 85,PEKALONGAN,35.0,62502.0,Y,Y,API-P,2025-07-17,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8910953100179,84.859.185.5-065.230,PT MELANI PERTIWI,,CV,Berbadan Hukum,Aktif,Gang Rungkut Industri No. 2,JAYAPURA,21.0,35486.0,Y,Y,API-U,2025-07-08,DICABUT,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9819401469613,51.036.958.7-507.146,CV KUSUMO (PERSERO) TBK,CV,Firma,Belum Berbadan Hukum,Aktif,Gang Bkr No. 871,PEMATANGSIANTAR,36.0,,Y,Y,API-U,2025-06-07,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5333501626251,04.319.863.9-278.386,PD ARYANI (PERSERO) TBK,PD,CV,Berbadan Hukum,Tidak Aktif,Jl. Ronggowarsito No. 47,PALU,35.0,91161.0,N,Y,,2024-11-23,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2096730924074,11.653.862.3-346.580,CV LATUPONO SIRAIT,CV,Perum,Belum Berbadan Hukum,Aktif,Gg. Raya Setiabudhi No. 86,SUBULUSSALAM,73.0,,N,N,,2023-04-13,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8574339195800,03.814.565.4-104.401,CV PRATAMA WAHYUDIN,,Perum,Belum Berbadan Hukum,Aktif,Gang Abdul Muis No. 385,TIDORE KEPULAUAN,33.0,,N,Y,,2024-09-27,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1465003945584,49.880.760.4-658.165,PERUM ANGGRIAWAN KURNIAWAN,PERUM,UD,Berbadan Hukum,Aktif,Jl. Phh. Mustofa No. 71,MEDAN,31.0,61949.0,Y,Y,API-U,2023-12-13,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5198890609175,04.467.992.5-122.941,CV WACANA,CV,Perum,Belum Berbadan Hukum,Dibekukan,Gg. Sadang Serang No. 919,,33.0,87186.0,Y,N,API-P,2023-02-12,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2284396568872,01.145.909.0-263.865,PT LAKSMIWATI ARDIANTO (PERSERO) TBK,PT,PT,Berbadan Hukum,Aktif,Jl. Jamika No. 5,,35.0,96129.0,N,N,,2024-11-26,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4144271974531,37.372.594.5-363.015,CV MANDALA HUTAGALUNG,CV,CV,Berbadan Hukum,Tidak Aktif,Gang Jamika No. 094,SURAKARTA,35.0,,Y,N,API-U,2024-09-16,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6427294361090,72.533.962.2-267.331,PERUM PUSPITA TBK,PERUM,Perum,Belum Berbadan Hukum,Tidak Aktif,Gg. Pasir Koja No. 0,PADANG,31.0,12620.0,Y,N,API-P,2023-11-05,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7417060225255,25.676.674.1-192.260,PT WIBISONO RAHAYU,PT,Perum,Berbadan Hukum,Aktif,Gg. Raya Setiabudhi No. 12,BITUNG,33.0,,Y,Y,API-P,2024-12-10,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
4016379058482,70.116.456.3-628.209,CV WASTUTI SUSANTI,,UD,Berbadan Hukum,Aktif,Jl. K.H. Wahid Hasyim No. 59,SAWAHLUNTO,35.0,,N,Y,,2025-05-16,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6120646467647,71.836.364.6-173.338,UD RAHIMAH TBK,,Firma,Berbadan Hukum,Dibekukan,Gg. Kh Amin Jasuta No. 968,KOTAMOBAGU,31.0,,N,Y,,2024-09-18,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9992570992861,01.147.533.5-643.342,PT PRATAMA ANGGRAINI,PT,CV,Berbadan Hukum,Tidak Aktif,Gg. Pelajar Pejuang No. 804,TIDORE KEPULAUAN,35.0,,Y,N,API-P,2023-10-16,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8659181980528,26.828.619.0-870.881,UD FIRGANTORO,UD,Perum,Belum Berbadan Hukum,Aktif,Gang Ahmad Yani No. 44,BANDAR LAMPUNG,12.0,,Y,Y,API-U,2024-04-05,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8401677692191,94.017.336.0-864.501,CV HASANAH SAPTONO TBK,CV,PT,Belum Berbadan Hukum,Tidak Aktif,Jalan Wonoayu No. 8,SAMARINDA,35.0,,N,N,,2024-09-19,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0691438767384,31.119.790.5-762.820,UD MEGANTARA,UD,Perum,Belum Berbadan Hukum,Dibekukan,Gang Erlangga No. 7,CIREBON,21.0,38476.0,N,N,,2015-10-04,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2632732437039,10.584.682.0-334.418,PERUM HUTASOIT RAHIMAH TBK,PERUM,PT,Belum Berbadan Hukum,Aktif,Jl. Suniaraja No. 72,BITUNG,21.0,46859.0,N,Y,,2014-08-16,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6832987681605,92.642.088.9-105.482,CV WIBISONO,CV,Firma,Berbadan Hukum,Aktif,Gang Ciwastra No. 662,PALANGKARAYA,61.0,34982.0,Y,N,API-U,2024-05-07,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
3738013184341,24.352.880.7-732.122,PD PUDJIASTUTI TBK,PD,UD,Berbadan Hukum,Tidak Aktif,Jl. Suniaraja No. 62,TIDORE KEPULAUAN,61.0,40215.0,N,Y,,2023-05-14,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7620734787354,15.287.844.5-954.357,CV PUTRA IRAWAN (PERSERO) TBK,CV,Firma,Belum Berbadan Hukum,Aktif,Gg. Jend. Sudirman No. 525,BANDUNG,61.0,85894.0,N,Y,,2023-07-20,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5926637008894,28.561.199.0-127.305,PT HARTATI NAJMUDIN (PERSERO) TBK,PT,Perum,Berbadan Hukum,Tidak Aktif,Gg. Jakarta No. 535,YOGYAKARTA,35.0,31845.0,N,N,,2025-06-06,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0418902446288,21.442.067.7-210.268,PT SITOMPUL SURYATMI (PERSERO) TBK,PT,PT,Belum Berbadan Hukum,Aktif,Jl. Jakarta No. 109,BONTANG,31.0,43141.0,N,N,,2024-02-17,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1813722938045,00.665.234.0-794.919,PT NASYIAH TBK,PT,UD,Berbadan Hukum,Dibekukan,Jalan Kh Amin Jasuta No. 79,TANJUNGBALAI,73.0,,Y,Y,API-P,2025-04-02,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9273868133722,81.499.829.8-105.571,CV ISWAHYUDI PRATAMA,CV,Firma,Berbadan Hukum,Dibekukan,Jl. Suryakencana No. 096,LHOKSEUMAWE,12.0,65789.0,N,Y,,2025-01-17,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0213671603384,09.935.743.7-777.533,CV WASTUTI SITORUS TBK,CV,PT,Berbadan Hukum,Dibekukan,Gang Sentot Alibasa No. 634,DUMAI,18.0,25442.0,N,N,,2024-09-26,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
0648810503916,61.549.076.2-543.522,UD PANGESTU SIMBOLON,UD,UD,Berbadan Hukum,Dibekukan,Gg. Ahmad Dahlan No. 8,,91.0,50345.0,Y,N,API-P,2024-04-02,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8227814695395,31.847.792.6-604.528,CV PUSPASARI (PERSERO) TBK,CV,CV,Berbadan Hukum,Tidak Aktif,Jl. Pasirkoja No. 67,METRO,33.0,,Y,N,API-U,2024-09-07,DIBEKUKAN,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1562306780194,49.503.038.1-283.720,UD SINAGA MARDHIYAH TBK,UD,Firma,Belum Berbadan Hukum,Tidak Aktif,Jl. Medokan Ayu No. 53,TANGERANG SELATAN,12.0,,Y,Y,API-U,2015-07-23,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6248748562378,82.998.569.6-719.071,UD MANSUR,UD,Perum,Belum Berbadan Hukum,Tidak Aktif,Jl. Kapten Muslihat No. 0,KUPANG,36.0,44301.0,Y,N,API-U,2025-05-01,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5136899065741,89.422.607.8-257.659,PD HUTAPEA,PD,Perum,Berbadan Hukum,Dibekukan,Gang Ir. H. Djuanda No. 9,LHOKSEUMAWE,51.0,74433.0,N,Y,,2025-09-01,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6184535777785,72.141.704.9-283.987,PERUM SURYATMI,PERUM,PT,Berbadan Hukum,Tidak Aktif,Jl. Siliwangi No. 334,CIMAHI,12.0,97010.0,Y,N,API-P,2024-10-01,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2396042445025,49.508.655.0-159.123,CV USADA,CV,UD,Berbadan Hukum,Tidak Aktif,Gg. Rajawali Barat No. 9,MATARAM,36.0,86188.0,Y,Y,API-P,2023-01-07,DICABUT,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6329403804374,11.640.160.6-625.913,PD MULYANI,PD,Firma,Belum Berbadan Hukum,Aktif,Jl. Gardujati No. 99,,35.0,37638.0,Y,Y,API-P,2025-12-09,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
9970783931329,38.033.170.7-813.375,PD SUWARNO PADMASARI,PD,CV,Belum Berbadan Hukum,Aktif,Jl. Gedebage Selatan No. 223,KOTA ADMINISTRASI JAKARTA SELATAN,51.0,70473.0,N,Y,,2025-04-06,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5748632810705,50.060.892.5-322.490,UD NOVITASARI,UD,PT,Berbadan Hukum,Dibekukan,Gang Rajawali Timur No. 77,AMBON,35.0,,N,N,,2023-01-14,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
6161531766024,37.710.383.6-615.474,PD BUDIMAN (PERSERO) TBK,PD,Firma,Berbadan Hukum,Aktif,Jalan Jamika No. 2,,31.0,19386.0,Y,N,API-U,2025-07-13,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
5460683426053,30.891.537.8-161.832,PD PUSPITA RAJATA,PD,UD,Belum Berbadan Hukum,Dibekukan,Gg. Pasirkoja No. 3,DUMAI,73.0,,N,N,,2025-02-11,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
1875880414036,28.960.313.8-455.266,PT WACANA WACANA,,Perum,Berbadan Hukum,Dibekukan,Gg. R.E Martadinata No. 31,DUMAI,12.0,43584.0,Y,Y,API-U,2025-07-10,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
2930944312134,91.331.338.7-621.625,PT NURDIYANTI,PT,Perum,Berbadan Hukum,Tidak Aktif,Gang Dipenogoro No. 421,MEULABOH,64.0,78170.0,Y,N,API-U,2025-03-04,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
8723063657837,89.075.662.5-111.988,PERUM PRASETYO TBK,,PT,Berbadan Hukum,Tidak Aktif,Jl. Tubagus Ismail No. 5,MATARAM,61.0,,Y,N,API-P,2025-07-21,AKTIF,False,False,True,False,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
7959322496737,10.603.431.7-321.336,PD PERTIWI NAPITUPULU,PD,UD,Berbadan Hukum,Aktif,Gg. Kebonjati No. 6,SAMARINDA,35.0,,N,Y,,2015-12-18,AKTIF,False,False,True,True,True,2026-06-12T00:25:15.625158,OSS,,,,,,,,,,,,,,,
